Line#,Date,"Solar Radiation (S-LIB 21198259:21176526-1), W/m^2, RX3000_BRW1","Solar Radiation (RXW-LIB 21198259:21362315-1), W/m^2, RX3000_BRW1","Solar Radiation (RXW-LIB 21198259:21362317-1), W/m^2, RX3000_BRW1","Solar Radiation (RXW-LIB 21198259:21362318-1), W/m^2, RX3000_BRW1","Solar Radiation (RXW-LIB 21198259:21398620-1), W/m^2, RX3000_BRW1","Solar Radiation (RXW-LIB 21401801:21362319-1), W/m^2, RX3000_BRW4","Solar Radiation (S-LIB 21401801:21390413-1), W/m^2, RX3000_BRW4","Solar Radiation (RXW-LIB 21401800:21362313-1), W/m^2, RX3000_BRW5","Solar Radiation (RXW-LIB 21401800:21362314-1), W/m^2, RX3000_BRW5","Solar Radiation (RXW-LIB 21401800:21362316-1), W/m^2, RX3000_BRW5","Solar Radiation (RXW-LIB 21401800:21362320-1), W/m^2, RX3000_BRW5","Solar Radiation (S-LIB 21401800:21390414-1), W/m^2, RX3000_BRW5","Solar Radiation (RXW-LIB 21401800:21398617-1), W/m^2, RX3000_BRW5","Solar Radiation (RXW-LIB 21401800:21398623-1), W/m^2, RX3000_BRW5","Solar Radiation (S-LIB 21401803:21390415-1), W/m^2, RX3000_BRW6"
4747,11/07/22 05:10:00,,,,,,1,1,,,,,,,,
4748,11/07/22 05:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
4749,11/07/22 05:40:00,,,,,,1,1,,,,,,,,
4750,11/07/22 06:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
4751,11/07/22 06:10:00,,,,,,1,1,,,,,,,,
4752,11/07/22 06:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
4753,11/07/22 06:40:00,,,,,,1,1,,,,,,,,
4754,11/07/22 07:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
4755,11/07/22 07:10:00,,,,,,1,1,,,,,,,,
4756,11/07/22 07:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
4757,11/07/22 07:40:00,,,,,,1,1,,,,,,,,
4758,11/07/22 08:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
4759,11/07/22 08:10:00,,,,,,1,1,,,,,,,,
4760,11/07/22 08:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
4761,11/07/22 08:40:00,,,,,,1,1,,,,,,,,
4762,11/07/22 09:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
4763,11/07/22 09:10:00,,,,,,1,1,,,,,,,,
4764,11/07/22 09:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
4765,11/07/22 09:40:00,,,,,,1,1,,,,,,,,
4766,11/07/22 10:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
4767,11/07/22 10:10:00,,,,,,1,1,,,,,,,,
4768,11/07/22 10:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
4769,11/07/22 10:40:00,,,,,,1,1,,,,,,,,
4770,11/07/22 11:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
4771,11/07/22 11:10:00,,,,,,1,1,,,,,,,,
4772,11/07/22 11:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
4773,11/07/22 11:40:00,,,,,,1,1,,,,,,,,
4774,11/07/22 12:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
4775,11/07/22 12:10:00,,,,,,1,1,,,,,,,,
4776,11/07/22 12:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
4777,11/07/22 12:40:00,,,,,,1,1,,,,,,,,
4778,11/07/22 13:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
4779,11/07/22 13:10:00,,,,,,1,1,,,,,,,,
4780,11/07/22 13:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
4781,11/07/22 13:40:00,,,,,,1,1,,,,,,,,
4782,11/07/22 14:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
4783,11/07/22 14:10:00,,,,,,1,1,,,,,,,,
4784,11/07/22 14:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
4785,11/07/22 14:40:00,,,,,,1,1,,,,,,,,
4786,11/07/22 15:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
4787,11/07/22 15:10:00,,,,,,1,1,,,,,,,,
4788,11/07/22 15:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
4789,11/07/22 15:40:00,,,,,,1,1,,,,,,,,
4790,11/07/22 16:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
4791,11/07/22 16:10:00,,,,,,1,1,,,,,,,,
4792,11/07/22 16:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
4793,11/07/22 16:40:00,,,,,,1,1,,,,,,,,
4794,11/07/22 17:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
4795,11/07/22 17:10:00,,,,,,1,1,,,,,,,,
4796,11/07/22 17:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
4797,11/07/22 17:40:00,,,,,,1,1,,,,,,,,
4798,11/07/22 18:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
4799,11/07/22 18:10:00,,,,,,1,1,,,,,,,,
4800,11/07/22 18:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
4801,11/07/22 18:40:00,,,,,,1,1,,,,,,,,
4802,11/07/22 19:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
4803,11/07/22 19:10:00,,,,,,1,1,,,,,,,,
4804,11/07/22 19:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
4805,11/07/22 19:40:00,,,,,,1,1,,,,,,,,
4806,11/07/22 20:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,2
4807,11/07/22 20:10:00,,,,,,1,1,,,,,,,,
4808,11/07/22 20:30:00,4,1,1,1,1,,,1,1,1,1,4,1,,6
4809,11/07/22 20:40:00,,,,,,1,4,,,,,,,,
4810,11/07/22 21:00:00,6,2,2,3,2,,,3,2,3,1,6,3,,8
4811,11/07/22 21:10:00,,,,,,1,6,,,,,,,,
4812,11/07/22 21:30:00,11,4,3,7,4,,,6,6,6,2,9,6,,12
4813,11/07/22 21:40:00,,,,,,2,12,,,,,,,,
4814,11/07/22 22:00:00,12,9,7,12,7,,,9,9,8,4,13,11,,14
4815,11/07/22 22:10:00,,,,,,3,9,,,,,,,,
4816,11/07/22 22:30:00,6,6,4,8,4,,,6,6,6,2,6,7,,7
4817,11/07/22 22:40:00,,,,,,2,6,,,,,,,,
4818,11/07/22 23:00:00,7,4,3,6,4,,,4,3,4,2,7,4,,9
4819,11/07/22 23:10:00,,,,,,2,4,,,,,,,,
4820,11/07/22 23:30:00,2,2,2,4,3,,,3,3,3,1,2,3,,3
4821,11/07/22 23:40:00,,,,,,1,2,,,,,,,,
4822,11/08/22 00:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,2
4823,11/08/22 00:10:00,,,,,,1,1,,,,,,,,
4824,11/08/22 00:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
4825,11/08/22 00:40:00,,,,,,1,1,,,,,,,,
4826,11/08/22 01:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
4827,11/08/22 01:10:00,,,,,,1,1,,,,,,,,
4828,11/08/22 01:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
4829,11/08/22 01:40:00,,,,,,1,1,,,,,,,,
4830,11/08/22 02:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
4831,11/08/22 02:10:00,,,,,,1,1,,,,,,,,
4832,11/08/22 02:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
4833,11/08/22 02:40:00,,,,,,1,1,,,,,,,,
4834,11/08/22 03:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
4835,11/08/22 03:10:00,,,,,,1,1,,,,,,,,
4836,11/08/22 03:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
4837,11/08/22 03:40:00,,,,,,1,1,,,,,,,,
4838,11/08/22 04:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
4839,11/08/22 04:10:00,,,,,,1,1,,,,,,,,
4840,11/08/22 04:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
4841,11/08/22 04:40:00,,,,,,1,1,,,,,,,,
4842,11/08/22 05:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
4843,11/08/22 05:10:00,,,,,,1,1,,,,,,,,
4844,11/08/22 05:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
4845,11/08/22 05:40:00,,,,,,1,1,,,,,,,,
4846,11/08/22 06:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
4847,11/08/22 06:10:00,,,,,,1,1,,,,,,,,
4848,11/08/22 06:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
4849,11/08/22 06:40:00,,,,,,1,1,,,,,,,,
4850,11/08/22 07:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
4851,11/08/22 07:10:00,,,,,,1,1,,,,,,,,
4852,11/08/22 07:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
4853,11/08/22 07:40:00,,,,,,1,1,,,,,,,,
4854,11/08/22 08:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
4855,11/08/22 08:10:00,,,,,,1,1,,,,,,,,
4856,11/08/22 08:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
4857,11/08/22 08:40:00,,,,,,1,1,,,,,,,,
4858,11/08/22 09:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
4859,11/08/22 09:10:00,,,,,,1,1,,,,,,,,
4860,11/08/22 09:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
4861,11/08/22 09:40:00,,,,,,1,1,,,,,,,,
4862,11/08/22 10:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
4863,11/08/22 10:10:00,,,,,,1,1,,,,,,,,
4864,11/08/22 10:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
4865,11/08/22 10:40:00,,,,,,1,1,,,,,,,,
4866,11/08/22 11:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
4867,11/08/22 11:10:00,,,,,,1,1,,,,,,,,
4868,11/08/22 11:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
4869,11/08/22 11:40:00,,,,,,1,1,,,,,,,,
4870,11/08/22 12:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
4871,11/08/22 12:10:00,,,,,,1,1,,,,,,,,
4872,11/08/22 12:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
4873,11/08/22 12:40:00,,,,,,1,1,,,,,,,,
4874,11/08/22 13:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
4875,11/08/22 13:10:00,,,,,,1,1,,,,,,,,
4876,11/08/22 13:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
4877,11/08/22 13:40:00,,,,,,1,1,,,,,,,,
4878,11/08/22 14:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
4879,11/08/22 14:10:00,,,,,,1,1,,,,,,,,
4880,11/08/22 14:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
4881,11/08/22 14:40:00,,,,,,1,1,,,,,,,,
4882,11/08/22 15:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
4883,11/08/22 15:10:00,,,,,,1,1,,,,,,,,
4884,11/08/22 15:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
4885,11/08/22 15:40:00,,,,,,1,1,,,,,,,,
4886,11/08/22 16:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
4887,11/08/22 16:10:00,,,,,,1,1,,,,,,,,
4888,11/08/22 16:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
4889,11/08/22 16:40:00,,,,,,1,1,,,,,,,,
4890,11/08/22 17:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
4891,11/08/22 17:10:00,,,,,,1,1,,,,,,,,
4892,11/08/22 17:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
4893,11/08/22 17:40:00,,,,,,1,1,,,,,,,,
4894,11/08/22 18:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
4895,11/08/22 18:10:00,,,,,,1,1,,,,,,,,
4896,11/08/22 18:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
4897,11/08/22 18:40:00,,,,,,1,1,,,,,,,,
4898,11/08/22 19:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
4899,11/08/22 19:10:00,,,,,,1,1,,,,,,,,
4900,11/08/22 19:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,2
4901,11/08/22 19:40:00,,,,,,1,4,,,,,,,,
4902,11/08/22 20:00:00,6,4,1,4,1,,,3,3,4,2,2,4,,7
4903,11/08/22 20:10:00,,,,,,1,27,,,,,,,,
4904,11/08/22 20:30:00,11,6,1,7,2,,,6,7,6,3,4,4,,28
4905,11/08/22 20:40:00,,,,,,1,14,,,,,,,,
4906,11/08/22 21:00:00,7,7,1,8,3,,,7,16,12,6,3,8,,32
4907,11/08/22 21:10:00,,,,,,1,33,,,,,,,,
4908,11/08/22 21:30:00,14,6,2,8,3,,,6,18,7,6,4,7,,38
4909,11/08/22 21:40:00,,,,,,2,14,,,,,,,,
4910,11/08/22 22:00:00,9,6,2,9,4,,,7,16,7,6,4,7,,43
4911,11/08/22 22:10:00,,,,,,2,12,,,,,,,,
4912,11/08/22 22:30:00,8,6,2,9,4,,,7,16,8,7,4,6,,42
4913,11/08/22 22:40:00,,,,,,2,9,,,,,,,,
4914,11/08/22 23:00:00,7,4,2,12,4,,,6,13,7,6,4,6,,34
4915,11/08/22 23:10:00,,,,,,2,8,,,,,,,,
4916,11/08/22 23:30:00,6,4,2,8,4,,,4,6,6,6,3,4,,14
4917,11/08/22 23:40:00,,,,,,1,6,,,,,,,,
4918,11/09/22 00:00:00,4,3,1,6,3,,,3,3,6,3,2,4,,12
4919,11/09/22 00:10:00,,,,,,1,3,,,,,,,,
4920,11/09/22 00:30:00,2,2,1,4,2,,,2,2,3,2,1,2,,3
4921,11/09/22 00:40:00,,,,,,1,1,,,,,,,,
4922,11/09/22 01:00:00,1,1,1,2,1,,,1,1,2,1,1,1,,1
4923,11/09/22 01:10:00,,,,,,1,1,,,,,,,,
4924,11/09/22 01:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
4925,11/09/22 01:40:00,,,,,,1,1,,,,,,,,
4926,11/09/22 02:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
4927,11/09/22 02:10:00,,,,,,1,1,,,,,,,,
4928,11/09/22 02:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
4929,11/09/22 02:40:00,,,,,,1,1,,,,,,,,
4930,11/09/22 03:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
4931,11/09/22 03:10:00,,,,,,1,1,,,,,,,,
4932,11/09/22 03:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
4933,11/09/22 03:40:00,,,,,,1,1,,,,,,,,
4934,11/09/22 04:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
4935,11/09/22 04:10:00,,,,,,1,1,,,,,,,,
4936,11/09/22 04:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
4937,11/09/22 04:40:00,,,,,,1,1,,,,,,,,
4938,11/09/22 05:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
4939,11/09/22 05:10:00,,,,,,1,1,,,,,,,,
4940,11/09/22 05:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
4941,11/09/22 05:40:00,,,,,,1,1,,,,,,,,
4942,11/09/22 06:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
4943,11/09/22 06:10:00,,,,,,1,1,,,,,,,,
4944,11/09/22 06:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
4945,11/09/22 06:40:00,,,,,,1,1,,,,,,,,
4946,11/09/22 07:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
4947,11/09/22 07:10:00,,,,,,1,1,,,,,,,,
4948,11/09/22 07:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
4949,11/09/22 07:40:00,,,,,,1,1,,,,,,,,
4950,11/09/22 08:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
4951,11/09/22 08:10:00,,,,,,1,1,,,,,,,,
4952,11/09/22 08:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
4953,11/09/22 08:40:00,,,,,,1,1,,,,,,,,
4954,11/09/22 09:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
4955,11/09/22 09:10:00,,,,,,1,1,,,,,,,,
4956,11/09/22 09:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
4957,11/09/22 09:40:00,,,,,,1,1,,,,,,,,
4958,11/09/22 10:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
4959,11/09/22 10:10:00,,,,,,1,1,,,,,,,,
4960,11/09/22 10:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
4961,11/09/22 10:40:00,,,,,,1,1,,,,,,,,
4962,11/09/22 11:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
4963,11/09/22 11:10:00,,,,,,1,1,,,,,,,,
4964,11/09/22 11:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
4965,11/09/22 11:40:00,,,,,,1,1,,,,,,,,
4966,11/09/22 12:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
4967,11/09/22 12:10:00,,,,,,1,1,,,,,,,,
4968,11/09/22 12:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
4969,11/09/22 12:40:00,,,,,,1,1,,,,,,,,
4970,11/09/22 13:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
4971,11/09/22 13:10:00,,,,,,1,1,,,,,,,,
4972,11/09/22 13:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
4973,11/09/22 13:40:00,,,,,,1,1,,,,,,,,
4974,11/09/22 14:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
4975,11/09/22 14:10:00,,,,,,1,1,,,,,,,,
4976,11/09/22 14:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
4977,11/09/22 14:40:00,,,,,,1,1,,,,,,,,
4978,11/09/22 15:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
4979,11/09/22 15:10:00,,,,,,1,1,,,,,,,,
4980,11/09/22 15:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
4981,11/09/22 15:40:00,,,,,,1,1,,,,,,,,
4982,11/09/22 16:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
4983,11/09/22 16:10:00,,,,,,1,1,,,,,,,,
4984,11/09/22 16:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
4985,11/09/22 16:40:00,,,,,,1,1,,,,,,,,
4986,11/09/22 17:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
4987,11/09/22 17:10:00,,,,,,1,1,,,,,,,,
4988,11/09/22 17:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
4989,11/09/22 17:40:00,,,,,,1,1,,,,,,,,
4990,11/09/22 18:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
4991,11/09/22 18:10:00,,,,,,1,1,,,,,,,,
4992,11/09/22 18:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
4993,11/09/22 18:40:00,,,,,,1,1,,,,,,,,
4994,11/09/22 19:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
4995,11/09/22 19:10:00,,,,,,1,1,,,,,,,,
4996,11/09/22 19:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
4997,11/09/22 19:40:00,,,,,,1,1,,,,,,,,
4998,11/09/22 20:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,2
4999,11/09/22 20:10:00,,,,,,1,2,,,,,,,,
5000,11/09/22 20:30:00,2,1,1,1,1,,,1,1,1,1,2,1,,3
5001,11/09/22 20:40:00,,,,,,1,2,,,,,,,,
5002,11/09/22 21:00:00,4,2,1,2,2,,,2,2,2,1,3,2,,7
5003,11/09/22 21:10:00,,,,,,1,4,,,,,,,,
5004,11/09/22 21:30:00,8,4,1,4,3,,,3,4,4,2,6,3,,12
5005,11/09/22 21:40:00,,,,,,1,9,,,,,,,,
5006,11/09/22 22:00:00,12,7,1,9,8,,,8,7,8,3,9,8,,14
5007,11/09/22 22:10:00,,,,,,2,9,,,,,,,,
5008,11/09/22 22:30:00,9,8,1,9,8,,,7,7,8,3,6,7,,11
5009,11/09/22 22:40:00,,,,,,1,6,,,,,,,,
5010,11/09/22 23:00:00,7,4,1,7,6,,,4,4,6,2,4,4,,9
5011,11/09/22 23:10:00,,,,,,1,6,,,,,,,,
5012,11/09/22 23:30:00,6,3,1,6,4,,,4,3,6,2,4,3,,7
5013,11/09/22 23:40:00,,,,,,1,3,,,,,,,,
5014,11/10/22 00:00:00,2,2,1,3,2,,,2,2,4,1,2,2,,3
5015,11/10/22 00:10:00,,,,,,1,2,,,,,,,,
5016,11/10/22 00:30:00,2,1,1,2,1,,,1,1,1,1,2,1,,3
5017,11/10/22 00:40:00,,,,,,1,2,,,,,,,,
5018,11/10/22 01:00:00,1,1,1,2,3,,,2,1,2,1,1,2,,2
5019,11/10/22 01:10:00,,,,,,1,1,,,,,,,,
5020,11/10/22 01:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
5021,11/10/22 01:40:00,,,,,,1,1,,,,,,,,
5022,11/10/22 02:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
5023,11/10/22 02:10:00,,,,,,1,1,,,,,,,,
5024,11/10/22 02:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
5025,11/10/22 02:40:00,,,,,,1,1,,,,,,,,
5026,11/10/22 03:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
5027,11/10/22 03:10:00,,,,,,1,1,,,,,,,,
5028,11/10/22 03:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
5029,11/10/22 03:40:00,,,,,,1,1,,,,,,,,
5030,11/10/22 04:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
5031,11/10/22 04:10:00,,,,,,1,1,,,,,,,,
5032,11/10/22 04:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
5033,11/10/22 04:40:00,,,,,,1,1,,,,,,,,
5034,11/10/22 05:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
5035,11/10/22 05:10:00,,,,,,1,1,,,,,,,,
5036,11/10/22 05:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
5037,11/10/22 05:40:00,,,,,,1,1,,,,,,,,
5038,11/10/22 06:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
5039,11/10/22 06:10:00,,,,,,1,1,,,,,,,,
5040,11/10/22 06:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
5041,11/10/22 06:40:00,,,,,,1,1,,,,,,,,
5042,11/10/22 07:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
5043,11/10/22 07:10:00,,,,,,1,1,,,,,,,,
5044,11/10/22 07:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
5045,11/10/22 07:40:00,,,,,,1,1,,,,,,,,
5046,11/10/22 08:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
5047,11/10/22 08:10:00,,,,,,1,1,,,,,,,,
5048,11/10/22 08:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
5049,11/10/22 08:40:00,,,,,,1,1,,,,,,,,
5050,11/10/22 09:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
5051,11/10/22 09:10:00,,,,,,1,1,,,,,,,,
5052,11/10/22 09:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
5053,11/10/22 09:40:00,,,,,,1,1,,,,,,,,
5054,11/10/22 10:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
5055,11/10/22 10:10:00,,,,,,1,1,,,,,,,,
5056,11/10/22 10:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
5057,11/10/22 10:40:00,,,,,,1,1,,,,,,,,
5058,11/10/22 11:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
5059,11/10/22 11:10:00,,,,,,1,1,,,,,,,,
5060,11/10/22 11:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
5061,11/10/22 11:40:00,,,,,,1,1,,,,,,,,
5062,11/10/22 12:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
5063,11/10/22 12:10:00,,,,,,1,1,,,,,,,,
5064,11/10/22 12:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
5065,11/10/22 12:40:00,,,,,,1,1,,,,,,,,
5066,11/10/22 13:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
5067,11/10/22 13:10:00,,,,,,1,1,,,,,,,,
5068,11/10/22 13:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
5069,11/10/22 13:40:00,,,,,,1,1,,,,,,,,
5070,11/10/22 14:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
5071,11/10/22 14:10:00,,,,,,1,1,,,,,,,,
5072,11/10/22 14:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
5073,11/10/22 14:40:00,,,,,,1,1,,,,,,,,
5074,11/10/22 15:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
5075,11/10/22 15:10:00,,,,,,1,1,,,,,,,,
5076,11/10/22 15:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
5077,11/10/22 15:40:00,,,,,,1,1,,,,,,,,
5078,11/10/22 16:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
5079,11/10/22 16:10:00,,,,,,1,1,,,,,,,,
5080,11/10/22 16:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
5081,11/10/22 16:40:00,,,,,,1,1,,,,,,,,
5082,11/10/22 17:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
5083,11/10/22 17:10:00,,,,,,1,1,,,,,,,,
5084,11/10/22 17:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
5085,11/10/22 17:40:00,,,,,,1,1,,,,,,,,
5086,11/10/22 18:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
5087,11/10/22 18:10:00,,,,,,1,1,,,,,,,,
5088,11/10/22 18:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
5089,11/10/22 18:40:00,,,,,,1,1,,,,,,,,
5090,11/10/22 19:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
5091,11/10/22 19:10:00,,,,,,1,1,,,,,,,,
5092,11/10/22 19:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
5093,11/10/22 19:40:00,,,,,,1,1,,,,,,,,
5094,11/10/22 20:00:00,2,1,1,1,1,,,1,1,1,1,2,1,,2
5095,11/10/22 20:10:00,,,,,,1,3,,,,,,,,
5096,11/10/22 20:30:00,2,2,1,2,1,,,1,2,2,1,3,2,,4
5097,11/10/22 20:40:00,,,,,,1,3,,,,,,,,
5098,11/10/22 21:00:00,4,2,1,2,1,,,2,2,2,1,4,2,,6
5099,11/10/22 21:10:00,,,,,,1,4,,,,,,,,
5100,11/10/22 21:30:00,7,3,1,4,2,,,3,3,3,1,6,4,,11
5101,11/10/22 21:40:00,,,,,,1,7,,,,,,,,
5102,11/10/22 22:00:00,9,6,2,7,4,,,6,6,6,2,8,6,,16
5103,11/10/22 22:10:00,,,,,,2,9,,,,,,,,
5104,11/10/22 22:30:00,7,7,2,8,6,,,7,7,6,2,8,8,,13
5105,11/10/22 22:40:00,,,,,,2,7,,,,,,,,
5106,11/10/22 23:00:00,19,8,2,9,7,,,7,7,8,3,16,8,,49
5107,11/10/22 23:10:00,,,,,,4,26,,,,,,,,
